Manufacturer;Model Name;Category;Screen Size;Screen;RAM;GPU;Operating System;Operating System Version;Weight;Price (Euros);Touchscreen;Pixels;CPU Manufacturer;CPU Model;CPU Freq;Storage Prim;Storage Prim Type;Storage Sec
Fujitsu;LifeBook A556;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.3;649.00;False;1049088.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Dell;Vostro 3568;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.18;547.00;False;1049088.0;Intel;Core i3 7100U;2.4;128GB;SSD;
HP;ProBook 450;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.04;769.99;False;1049088.0;Intel;Core i3 7100U;2.4;256GB;SSD;
HP;ProBook 450;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.04;979.00;False;1049088.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Lenovo;V110-15ISK (i3-6006U/4GB/128GB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.1;429.00;False;1049088.0;Intel;Core i3 6006U;2.0;128GB;SSD;
Dell;Inspiron 5567;Notebook;15.6;1366x768;4;AMD Radeon R7 M440;Windows;10;2.3;499.00;False;1049088.0;Intel;Core i3 6006U;2.0;128GB;SSD;
Acer;Aspire 3;Notebook;15.6;1366x768;4;AMD Radeon R5;Windows;10;2.1;400.00;False;1049088.0;AMD;A9-Series 9420;3;500GB;HDD;
Dell;Inspiron 3567;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.3;418.64;False;1049088.0;;;;1TB;HDD;
HP;250 G6;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;1.86;488.69;False;1049088.0;Intel;Core i5 7200U;2.5;1TB;HDD;
Acer;Aspire 3;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.4;384.00;False;1049088.0;Intel;Core i3 7100U;2.4;1TB;HDD;
HP;250 G6;Notebook;15.6;1366x768;4;AMD Radeon 520;Windows;10;1.86;438.69;False;1049088.0;Intel;Core i3 6006U;2;500GB;HDD;
Acer;Aspire 3;Notebook;15.6;1366x768;4;AMD Radeon R5;Windows;10;2.1;395.00;False;1049088.0;AMD;A9-Series 9420;3;1TB;HDD;
Toshiba;Satellite Pro;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.1;602.00;False;1049088.0;Intel;Core i5 6200U;2.3;500GB;HDD;
Acer;Aspire A315-51;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.1;447.00;False;1049088.0;Intel;Core i3 6006U;2;1TB;HDD;
Toshiba;Satellite Pro;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.1;447.00;False;1049088.0;Intel;Core i3 6006U;2.2;500GB;HDD;
Asus;X555BP-XX180T (A9-9420/4GB/1TB/Radeon;Notebook;15.6;1366x768;4;AMD Radeon R5 M420;Windows;10;2.03;403.00;False;1049088.0;AMD;A9-Series 9420;3;1TB;HDD;
Acer;Aspire A315-31;Notebook;15.6;1366x768;4;Intel HD Graphics 500;Windows;10;2.1;348.00;False;1049088.0;Intel;Celeron Dual Core N3350;1.1;1TB;HDD;
Acer;Aspire 3;Notebook;15.6;1366x768;4;Intel HD Graphics 505;Windows;10;2.1;363.51;False;1049088.0;Intel;Pentium Quad Core N4200;1.1;1TB;HDD;
Toshiba;Satellite Pro;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2;489.00;False;1049088.0;Intel;Core i3 7100U;2.4;500GB;HDD;
Asus;Pro P2540UA-XO0198T;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.37;398.99;False;1049088.0;Intel;Core i3 7100U;2.4;1TB;HDD;
HP;15-rb013nv (E2-9000e/4GB/500GB/W10);Notebook;15.6;1366x768;4;AMD Radeon R2;Windows;10;2.1;330.00;False;1049088.0;AMD;E-Series 9000e;1.5;500GB;HDD;
Asus;X505BP-BR019T (A9-9420/4GB/1TB/Radeon;Notebook;15.6;1366x768;4;AMD Radeon R5 M420;Windows;10;1.68;469.00;False;1049088.0;AMD;A9-Series 9420;3;1TB;HDD;
HP;250 G6;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;1.86;439.00;False;1049088.0;Intel;Core i3 6006U;2;500GB;HDD;
Dell;Inspiron 3552;Notebook;15.6;1366x768;4;Intel HD Graphics 400;Windows;10;1.8;309.00;False;1049088.0;Intel;Celeron Dual Core N3060;1.60;500GB;HDD;
Lenovo;IdeaPad 320-15IAP;Notebook;15.6;1366x768;4;Intel HD Graphics 500;Windows;10;2.2;306.00;False;1049088.0;Intel;Celeron Dual Core N3350;1.1;1TB;HDD;
HP;15-ra044nv (N3060/4GB/500GB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics 400;Windows;10;2.1;347.00;False;1049088.0;Intel;Celeron Dual Core N3060;1.6;500GB;HDD;
Asus;X541NA-PD1003Y (N4200/4GB/500GB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics 500;Windows;10;2;304.00;False;1049088.0;Intel;Pentium Quad Core N4200;1.1;500GB;HDD;
Acer;Aspire 5;Notebook;15.6;1366x768;4;Nvidia GeForce GTX 940MX;Windows;10;2.2;469.00;False;1049088.0;Intel;Core i3 6006U;2;500GB;HDD;
Dell;Vostro 3568;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.18;586.60;False;1049088.0;Intel;Core i3 7100U;2.4;1TB;HDD;
Asus;VivoBook X540YA-XX519T;Notebook;15.6;1366x768;4;AMD Radeon R2 Graphics;Windows;10;2;349.00;False;1049088.0;AMD;E-Series 7110;1.8;500GB;HDD;
Dell;Vostro 3568;Notebook;15.6;1366x768;4;AMD Radeon R5 M420;Windows;10;2.18;617.90;False;1049088.0;Intel;Core i3 6006U;2;1TB;HDD;
Dell;Latitude 5580;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;1.93;959.00;False;1049088.0;Intel;Core i5 7300U;2.6;500GB;HDD;
HP;ProBook 450;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.1;668.48;False;1049088.0;Intel;Core i3 7100U;2.4;500GB;HDD;
Acer;Extensa EX2540;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.4;450.00;False;1049088.0;Intel;Core i3 6006U;2;500GB;HDD;
Lenovo;IdeaPad 320-15IAP;Notebook;15.6;1366x768;4;Intel HD Graphics 500;Windows;10;2.2;419.00;False;1049088.0;Intel;Celeron Dual Core N3350;1.1;500GB;HDD;
HP;250 G6;Notebook;15.6;1366x768;4;AMD Radeon 520;Windows;10;1.86;612.61;False;1049088.0;Intel;Core i5 7200U;2.5;500GB;HDD;
Dell;Inspiron 3567;Notebook;15.6;1366x768;4;AMD Radeon R5 M430;Windows;10;2.2;545.67;False;1049088.0;Intel;Core i3 6006U;2;1TB;HDD;
Lenovo;V110-15ISK (3855U/4GB/500GB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics 510;Windows;10;2.1;318.00;False;1049088.0;Intel;Celeron Dual Core 3855U;1.6;500GB;HDD;
Lenovo;110-15ACL (A6-7310/4GB/500GB/W10);Notebook;15.6;1366x768;4;AMD Radeon R4;Windows;10;2.19;298.00;False;1049088.0;AMD;A6-Series 7310;2;500GB;HDD;
Acer;Extensa EX2540-58KR;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.4;559.00;False;1049088.0;Intel;Core i5 7200U;2.5;500GB;HDD;
Acer;Aspire ES1-572;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.4;410.80;False;1049088.0;Intel;Core i3 6006U;2;500GB;HDD;
Toshiba;Satellite Pro;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.1;780.00;False;1049088.0;Intel;Core i5 6200U;2.3;500GB;HDD;
Lenovo;V110-15ISK (i3-6006U/4GB/500GB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.1;489.90;False;1049088.0;Intel;Core i3 6006U;2;500GB;HDD;
Toshiba;Satellite Pro;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.0;669.00;False;1049088.0;Intel;Core i3 7100U;2.4;500GB;HDD;
Asus;X541NA (N4200/4GB/1TB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics 505;Windows;10;2;449.00;False;1049088.0;Intel;Pentium Quad Core N4200;1.1;1TB;HDD;
Lenovo;ThinkPad L570;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.38;1055.00;False;1049088.0;Intel;Core i5 7200U;2.5;500GB;HDD;
Dell;Inspiron 3552;Notebook;15.6;1366x768;4;Intel HD Graphics;Windows;10;2.2;369.00;False;1049088.0;Intel;Pentium Quad Core N3710;1.6;500GB;HDD;
Dell;Vostro 3568;Notebook;15.6;1366x768;4;AMD Radeon R5 M420X;Windows;10;2.18;614.00;False;1049088.0;Intel;Core i3 6006U;2.0;1TB;HDD;
Dell;Vostro 3568;Notebook;15.6;1366x768;4;AMD Radeon R5 M420;Windows;10;2.18;684.99;False;1049088.0;Intel;Core i5 7200U;2.5;1TB;HDD;
Dell;Latitude 3580;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;1.95;729.90;False;1049088.0;Intel;Core i5 6200U;2.3;500GB;HDD;
Dell;Vostro 3568;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.18;708.06;False;1049088.0;Intel;Core i5 7200U;2.5;1TB;HDD;
Lenovo;IdeaPad 320-15IAP;Notebook;15.6;1366x768;4;Intel HD Graphics 505;Windows;10;2.2;309.00;False;1049088.0;Intel;Pentium Quad Core N4200;1.1;1TB;HDD;
Dell;Vostro 3568;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.18;558.60;False;1049088.0;Intel;Core i3 6006U;2.0;1TB;HDD;
Acer;TravelMate P259-G2;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.23;619.00;False;1049088.0;Intel;Core i5 7200U;2.5;500GB;HDD;
Dell;Latitude 5580;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;1.9;825.00;False;1049088.0;Intel;Core i5 7200U;2.5;500GB;HDD;
Dell;Inspiron 3567;Notebook;15.6;1366x768;4;AMD Radeon R5 M430;Windows;10;2.25;599.00;False;1049088.0;Intel;Core i5 7200U;2.5;500GB;HDD;
Acer;Aspire ES1-533;Notebook;15.6;1366x768;4;Intel HD Graphics 505;Windows;10;2.4;380.00;False;1049088.0;Intel;Pentium Quad Core N4200;1.1;500GB;HDD;
HP;ProBook 450;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2.04;742.00;False;1049088.0;Intel;Core i5 7200U;2.5;500GB;HDD;
HP;ProBook 650;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.31;705.15;False;1049088.0;Intel;Core i3 6100U;2.3;500GB;HDD;
Dell;Latitude 3570;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.06;481.98;False;1049088.0;Intel;Core i3 6100U;2.3;500GB;HDD;
HP;ProBook 650;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.31;1199.00;False;1049088.0;Intel;Core i5 6200U;2.3;500GB;HDD;
Lenovo;V110-15ISK (i5-6200U/4GB/500GB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.1;540.00;False;1049088.0;Intel;Core i5 6200U;2.3;500GB;HDD;
Acer;Aspire ES1-523;Notebook;15.6;1366x768;4;AMD Radeon R5;Windows;10;2.4;387.00;False;1049088.0;AMD;A8-Series 7410;2.2;500GB;HDD;
HP;250 G5;Notebook;15.6;1366x768;4;Intel HD Graphics 405;Windows;10;1.96;500.00;False;1049088.0;Intel;Pentium Quad Core N3710;1.6;1TB;HDD;
Asus;VivoBook Max;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;2;435.00;False;1049088.0;Intel;Core i3 7100U;2.4;1TB;HDD;
HP;15-BA015wm (E2-7110/4GB/500GB/W10);Notebook;15.6;1366x768;4;AMD Radeon R2 Graphics;Windows;10;1.86;297.00;False;1049088.0;AMD;E-Series 7110;1.8;500GB;HDD;
Asus;X553SA-XX021T (N3050/4GB/500GB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics;Windows;10;2.2;369.00;False;1049088.0;Intel;Celeron Dual Core N3050;1.6;500GB;HDD;
HP;ProBook 450;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.07;650.00;False;1049088.0;Intel;Core i3 6100U;2.3;500GB;HDD;
Acer;Aspire 3;Notebook;15.6;1366x768;4;Intel HD Graphics 500;Windows;10;2.1;333.00;False;1049088.0;Intel;Celeron Dual Core N3350;2;500GB;HDD;
HP;250 G6;Notebook;15.6;1366x768;4;Intel HD Graphics 620;Windows;10;1.86;485.00;False;1049088.0;Intel;Core i5 7200U;2.5;500GB;HDD;
Lenovo;IdeaPad 320-15AST;Notebook;15.6;1366x768;4;AMD Radeon R2 Graphics;Windows;10;2.2;299.00;False;1049088.0;AMD;E-Series 9000;2.2;500GB;HDD;
Asus;X540SA-RBPDN09 (N3710/4GB/1TB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics 405;Windows;10;2.65;309.00;False;1049088.0;Intel;Pentium Quad Core N3710;1.6;1TB;HDD;
HP;255 G6;Notebook;15.6;1366x768;4;AMD Radeon R4 Graphics;Windows;10;1.86;399.00;False;1049088.0;AMD;A6-Series 9220;2.5;500GB;HDD;
Dell;Inspiron 3552;Notebook;15.6;1366x768;4;Intel HD Graphics;Windows;10;2.2;443.99;False;1049088.0;Intel;Pentium Quad Core N3700;1.6;500GB;HDD;
Asus;X541NA-GO020T (N3350/4GB/1TB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics 500;Windows;10;2;339.00;False;1049088.0;Intel;Celeron Dual Core N3350;1.1;1TB;HDD;
Dell;Vostro 3568;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;10;2.29;490.00;False;1049088.0;Intel;Core i3 6006U;2;500GB;HDD;
Asus;X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce;Notebook;15.6;1366x768;4;Nvidia GeForce 920M;Windows;10;2.2;720.32;False;1049088.0;Intel;Core i7 6500U;2.5;500GB;HDD;
Asus;X553SA-XX031T (N3050/4GB/500GB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics;Windows;10;2.2;369.00;False;1049088.0;Intel;Celeron Dual Core N3050;1.6;500GB;HDD;
Asus;X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce;Notebook;15.6;1366x768;4;Nvidia GeForce 920M;Windows;10;2.2;720.32;False;1049088.0;Intel;Core i7 6500U;2.5;500GB;HDD;
Asus;X553SA-XX031T (N3050/4GB/500GB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics;Windows;10;2.2;369.00;False;1049088.0;Intel;Celeron Dual Core N3050;1.6;500GB;HDD;
Asus;X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce;Notebook;15.6;1366x768;4;Nvidia GeForce 920M;Windows;10;2.2;720.32;False;1049088.0;Intel;Core i7 6500U;2.5;500GB;HDD;
Asus;X553SA-XX031T (N3050/4GB/500GB/W10);Notebook;15.6;1366x768;4;Intel HD Graphics;Windows;10;2.2;369.00;False;1049088.0;Intel;Celeron Dual Core N3050;1.6;500GB;HDD;
Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;4;Intel HD Graphics 620;Windows;10 S;1.252;1089.00;True;3393024.0;Intel;Core i5 7200U;2.5;128GB;SSD;
Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;8;Intel HD Graphics 620;Windows;10 S;1.252;1340.00;True;3393024.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Asus;E402WA-GA007T (E2-6110/4GB/64GB/W10;Notebook;14.0;1366x768;4;AMD Radeon R2;Windows;10 S;1.65;277.99;False;1049088.0;AMD;E-Series 6110;1.5;64GB;SSD;
Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;16;Intel Iris Plus Graphics 640;Windows;10 S;1.25;2589.00;True;3393024.0;Intel;Core i7 7660U;2.5;512GB;SSD;
Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;4;Intel HD Graphics 615;Windows;10 S;1.252;989.00;True;3393024.0;Intel;Core M m3-7Y30;2.2;128GB;SSD;
Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;8;Intel Iris Plus Graphics 640;Windows;10 S;1.25;1799.00;True;3393024.0;Intel;Core i7 7660U;2.5;256GB;SSD;
Asus;VivoBook E201NA;Netbook;11.6;1366x768;4;Intel HD Graphics 500;Windows;10 S;1.2;340.00;False;1049088.0;Intel;Celeron Dual Core N3350;1.1;64GB;Flash Storage;
Lenovo;ThinkPad L470;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;2.02;1340.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Lenovo;Thinkpad T470;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.65;1465.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
HP;Elitebook 850;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;7;1.88;932.00;False;1049088.0;Intel;Core i5 6200U;2.3;500GB;HDD;
Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;8;Intel Iris Plus Graphics 640;Windows;10 S;1.252;1867.85;True;3393024.0;Intel;Core i7 7600U;2.8;256GB;SSD;
Lenovo;ThinkPad P51s;Workstation;15.6;Full HD 1920x1080;16;Nvidia Quadro M520M;Windows;7;2.18;1855.00;False;2073600.0;Intel;Core i7 6500U;2.5;512GB;SSD;
HP;ZBook 17;Workstation;17.3;IPS Panel Full HD 1920x1080;16;Nvidia Quadro M2000M;Windows;7;3;4389.00;False;2073600.0;Intel;Xeon E3-1535M v5;2.9;256GB;SSD;
HP;Zbook 15;Workstation;15.6;Full HD 1920x1080;8;Nvidia Quadro M1000M;Windows;7;2.59;1561.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;256GB;SSD;
Lenovo;Thinkpad P50;Notebook;15.6;4K Ultra HD 3840x2160;16;Nvidia Quadro M2000M;Windows;7;2.5;2370.00;False;8294400.0;Intel;Core i7 6820HQ;2.7;512GB;SSD;
HP;EliteBook 840;Ultrabook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.54;1870.00;False;2073600.0;Intel;Core i7 6500U;2.5;512GB;SSD;
Toshiba;Portege Z30-C-1CW;Notebook;13.3;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.2;1460.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Lenovo;Thinkpad T460;Notebook;14.0;1366x768;4;Intel HD Graphics 520;Windows;7;1.70;1002.00;False;1049088.0;Intel;Core i5 6200U;2.3;508GB;Hybrid;
Toshiba;Portege Z30-C-1CV;Notebook;13.3;Full HD 1920x1080;4;Intel HD Graphics 520;Windows;7;1.2;1195.00;False;2073600.0;Intel;Core i5 6200U;2.3;128GB;SSD;
HP;Elitebook 1040;Ultrabook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.43;1449.00;False;2073600.0;Intel;Core i7 6600U;2.6;256GB;SSD;
Lenovo;ThinkPad P70;Notebook;17.3;IPS Panel 4K Ultra HD 3840x2160;16;Nvidia Quadro 3000M;Windows;7;2.4;2968.00;False;8294400.0;Intel;Core i7 6820HQ;2.7;512GB;SSD;
HP;ProBook 640;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.95;1195.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Dell;Latitude E5570;Notebook;15.6;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;2.09;1062.95;False;2073600.0;Intel;Core i5 6300U;2.4;256GB;SSD;
HP;Elitebook 1040;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.43;1469.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Lenovo;ThinkPad X1;Notebook;14.0;IPS Panel 2560x1440;16;Intel HD Graphics 520;Windows;7;1.1;2620.00;False;3686400.0;Intel;Core i7 6600U;2.6;256GB;SSD;
HP;Elitebook 820;Ultrabook;12.5;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.26;1199.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
HP;ProBook 650;Notebook;15.6;Full HD 1920x1080;4;Intel HD Graphics 520;Windows;7;2.31;940.00;False;2073600.0;Intel;Core i5 6200U;2.3;500GB;HDD;
HP;EliteBook 840;Notebook;14.0;Full HD 1920x1080;4;Intel HD Graphics 520;Windows;7;1.54;1030.99;False;2073600.0;Intel;Core i5 6200U;2.3;500GB;HDD;
HP;ZBook 15u;Workstation;15.6;Full HD 1920x1080;8;AMD FirePro W4190M;Windows;7;1.9;1495.00;False;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Lenovo;Thinkpad T460;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.7;1199.00;False;2073600.0;Intel;Core i5 6200U;2.3;1GB;SSD;
HP;Elitebook 820;Netbook;12.5;1366x768;4;Intel HD Graphics 520;Windows;7;2.4;1599.00;False;1049088.0;Intel;Core i5 6200U;2.3;128GB;SSD;
Dell;Latitude E5270;Ultrabook;12.5;1366x768;4;Intel HD Graphics 520;Windows;7;1.5;1135.15;False;1049088.0;Intel;Core i3 6100U;2.3;500GB;HDD;
Dell;Latitude E5270;Ultrabook;12.5;1366x768;4;Intel HD Graphics 520;Windows;7;1.5;1166.97;False;1049088.0;Intel;Core i3 6100U;2.3;128GB;SSD;
HP;ZBook 17;Workstation;17.3;IPS Panel Full HD 1920x1080;8;AMD FirePro W6150M;Windows;7;3.0;2899.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;1TB;HDD;
Dell;Latitude E5270;Ultrabook;12.5;1366x768;8;Intel HD Graphics 520;Windows;7;1.5;1413.10;False;1049088.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Dell;Vostro 3559;Notebook;15.6;1366x768;4;AMD Radeon R5 M315;Windows;7;2.24;769.15;False;1049088.0;Intel;Core i5 6200U;2.3;500GB;HDD;
HP;Elitebook 1040;Notebook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.43;1513.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
HP;Elitebook 820;Ultrabook;12.5;1366x768;8;Intel HD Graphics 520;Windows;7;1.26;1895.00;False;1049088.0;Intel;Core i5 6300U;2.4;256GB;SSD;
Lenovo;ThinkPad P40;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;8;Nvidia Quadro M500M;Windows;7;1.8;2050.38;True;2073600.0;Intel;Core i7 6600U;2.6;512GB;SSD;
HP;ZBook 17;Workstation;17.3;IPS Panel Full HD 1920x1080;8;Nvidia Quadro M3000M;Windows;7;3;3949.40;False;2073600.0;Intel;Core i7 6700HQ;2.6;256GB;SSD;
HP;Elitebook 850;Ultrabook;15.6;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.88;2171.72;False;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
HP;Zbook 15;Workstation;15.6;IPS Panel Full HD 1920x1080;8;Nvidia Quadro M1000M;Windows;7;2.59;2229.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;256GB;SSD;
HP;ZBook Studio;Workstation;15.6;Full HD 1920x1080;8;Nvidia Quadro M1000M;Windows;7;2.0;1899.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;256GB;SSD;
HP;Elitebook 820;Ultrabook;12.5;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.26;2296.95;False;2073600.0;Intel;Core i7 6500U;2.50;256GB;SSD;
HP;Elitebook 850;Notebook;15.6;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.88;1579.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Lenovo;Thinkpad T460s;Ultrabook;14.0;Full HD 1920x1080;12;Intel HD Graphics 520;Windows;7;1.4;2299.00;False;2073600.0;Intel;Core i7 6600U;2.6;512GB;SSD;
Lenovo;Thinkpad T460;Ultrabook;14.0;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;7;1.7;1499.00;False;2073600.0;Intel;Core i7 6600U;2.6;256GB;SSD;
Lenovo;B51-80 (i7-6500U/4GB/1008GB/FHD/W7);Notebook;15.6;Full HD 1920x1080;4;Intel HD Graphics 520;Windows;7;2.32;825.00;False;2073600.0;Intel;Core i7 6500U;2.5;1TB;Hybrid;
Dell;Latitude E7270;Ultrabook;12.5;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 520;Windows;7;1.26;1713.37;True;2073600.0;Intel;Core i5 6300U;2.4;256GB;SSD;
HP;EliteBook 840;Ultrabook;14.0;2560x1440;8;Intel HD Graphics 520;Windows;7;1.54;2198.19;False;3686400.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Dell;Vostro 3559;Notebook;15.6;1366x768;4;Intel HD Graphics 520;Windows;7;2.24;737.00;False;1049088.0;Intel;Core i5 6200U;2.3;500GB;HDD;
HP;EliteBook 840;Notebook;14.0;Full HD 1920x1080;4;Intel HD Graphics 520;Windows;7;1.54;1099.99;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Lenovo;B51-80 (i7-6500U/8GB/1008GB/Radeon;Notebook;15.6;Full HD 1920x1080;8;AMD Radeon R5 M330;Windows;7;2.32;895.00;False;2073600.0;Intel;Core i7 6500U;2.5;1TB;Hybrid;
Apple;MacBook Pro;Ultrabook;13.3;IPS Panel Retina Display 2560x1600;8;Intel Iris Plus Graphics 640;macOS;;1.37;1339.69;False;4096000.0;Intel;Core i5;2.3;128GB;SSD;
Apple;Macbook Air;Ultrabook;13.3;1440x900;8;Intel HD Graphics 6000;macOS;;1.34;898.94;False;1296000.0;Intel;Core i5;1.8;128GB;Flash Storage;
Apple;MacBook Pro;Ultrabook;15.4;IPS Panel Retina Display 2880x1800;16;AMD Radeon Pro 455;macOS;;1.83;2537.45;False;5184000.0;Intel;Core i7;2.7;512GB;SSD;
Apple;MacBook Pro;Ultrabook;13.3;IPS Panel Retina Display 2560x1600;8;Intel Iris Plus Graphics 650;macOS;;1.37;1803.60;False;4096000.0;Intel;Core i5;3.1;256GB;SSD;
Apple;MacBook Pro;Ultrabook;15.4;IPS Panel Retina Display 2880x1800;16;Intel Iris Pro Graphics;Mac OS;X;2.04;2139.97;False;5184000.0;Intel;Core i7;2.2;256GB;Flash Storage;
Apple;Macbook Air;Ultrabook;13.3;1440x900;8;Intel HD Graphics 6000;macOS;;1.34;1158.70;False;1296000.0;Intel;Core i5;1.8;256GB;Flash Storage;
HP;250 G6;Notebook;;Full HD 1920x1080;4;Intel HD Graphics 520;No OS;;1.86;344.99;False;2073600.0;Intel;Core i3 6006U;2;500GB;HDD;
Apple;MacBook Pro;Ultrabook;15.4;IPS Panel Retina Display 2880x1800;16;AMD Radeon Pro 555;macOS;;1.83;2439.97;False;5184000.0;Intel;Core i7;2.8;256GB;SSD;
Apple;"MacBook 12""";Ultrabook;12.0;IPS Panel Retina Display 2304x1440;8;Intel HD Graphics 615;macOS;;0.92;1262.40;False;3317760.0;Intel;Core M m3;1.2;256GB;SSD;
